4.844669999999999706e-03,3.492742799999999814e+00,1.156300000000000079e-03,2.721550000000000011e-02,-2.893209999999999879e-02,3.306626999999999761e-01,5.552173000000000247e-01,-4.215239999999999959e-02
3.416540000000000028e-03,3.480541699999999850e+00,-1.725196999999999981e-01,-4.136681999999999859e-01,7.703424000000000937e-01,-9.206056999999999713e-01,4.499196999999999780e-01,-2.775073000000000123e-01
3.428459999999999928e-03,3.558892000000000166e+00,-9.074209999999989507e-02,-1.780628999999999962e-01,7.078650000000000220e-02,4.837509999999999727e-02,-3.934000000000000214e-04,-2.855059999999999890e-02
1.432899999999999972e-03,3.469759250000000073e+00,-1.991033999999999027e-01,1.395940999999999987e-01,7.824183000000000110e-01,-1.102614399999999995e+00,-1.206993999999999984e-01,-4.072784999999999878e-01
2.112390000000000014e-03,3.407746550000000152e+00,2.028941999999999968e-01,5.512713999999999670e-01,-1.038658599999999987e+00,1.857877000000000001e-01,9.739399999999899873e-03,9.700059999999989524e-02
1.203999999999999992e-04,3.460419200000000028e+00,-2.730131000000000085e-01,6.054640000000000022e-02,-3.441333999999999782e-01,1.190304999999999974e-01,-9.690881000000000078e-01,2.411961999999999995e-01
5.198720000000000424e-03,3.421938400000000158e+00,6.395697999999999661e-01,1.381159000000000137e-01,-9.230614000000000319e-01,1.005410999999999944e-01,6.548165999999999709e-01,3.478884999999999894e-01
4.014969999999999650e-03,3.459024450000000250e+00,5.707740000000000036e-02,2.126335999999998949e-01,-1.298903999999999892e-01,-2.851367000000000207e-01,2.371072999999999931e-01,-1.751064999999999983e-01
1.618859999999999960e-03,3.514939549999999802e+00,-9.112359999999999904e-02,2.997278999999999916e-01,-4.649200000000000034e-03,2.412914999999999921e-01,-1.254475100000000065e+00,5.419015999999999833e-01
3.642134669999999907e+00,3.462928549999999994e+00,-2.765699999999999843e-03,-2.006531000000000009e-01,3.381609999999999894e-01,-5.502105000000000468e-01,-3.104567999999999772e-01,-2.776264999999999983e-01
2.083658999999999858e-02,3.514176600000000317e+00,-4.982232999999999801e-01,7.734299999999999509e-02,1.547337000000000018e-01,-6.096482000000000845e-01,5.865335000000000409e-01,-2.525090999999999863e-01
1.621250000000000078e-03,3.486001499999999975e+00,-4.482864999999999767e-01,2.557278000000000051e-01,-3.564476999999999784e-01,5.313516000000000350e-01,5.808233999999999897e-01,1.425624000000000058e-01
3.563170000000000052e-03,3.474789850000000069e+00,2.716779999999999751e-01,1.640916000000000041e-01,1.353382999999999947e-01,1.571178399999999975e+00,-1.499521699999999846e+00,8.389473000000000624e-01
7.468459999999999682e-03,3.490173799999999993e+00,4.683136999999998884e-01,-4.128933000000000186e-01,8.054733000000000587e-01,-1.842140999999999917e-01,-1.152896900000000002e+00,-6.399392999999999887e-01
-2.031330000000000028e-03,3.458815799999999996e+00,7.737636999999999432e-01,2.325057999999999014e-01,1.333714000000000011e-01,-9.654403000000000290e-01,9.642005000000000159e-01,-4.698873000000000077e-01
2.698900000000000170e-03,3.447371700000000150e+00,-2.825379000000000085e-01,-6.881950000000000567e-02,-5.381346000000000185e-01,-4.705905999999999145e-01,5.054235000000000255e-01,-2.906442000000000192e-01
4.217620000000000050e-03,3.444683550000000150e+00,1.948118000000000072e-01,-1.803640000000000104e-02,1.567005999999999954e-01,-2.218246000000000107e-01,-1.574015600000000070e+00,2.533912999999999860e-01
5.769700000000000002e-04,3.393274550000000112e+00,-5.172968000000000011e-01,-2.121210000000000040e-01,4.883288999999998992e-01,-2.787112999999999952e-01,-2.020358999999999905e-01,1.931189999999999019e-01
5.500320000000000382e-03,3.479534399999999916e+00,7.061124000000000844e-01,4.032135000000000025e-01,-2.351522000000000057e-01,-7.293939999999999868e-01,3.689169999999999949e-01,-2.110719999999998986e-01
4.103541000000000133e-02,3.517925749999999852e+00,1.169324000000000058e-01,1.633200000000000016e-03,-1.362919999999999965e-01,3.766774999999999984e-01,8.559822999999999737e-01,-5.915999000000000674e-01
3.625111580000000000e+00,3.411889099999999786e+00,8.065223999999999727e-01,5.997419999999999835e-02,-4.212618000000000196e-01,3.730774000000000035e-01,-1.276612000000000025e-01,1.991391000000000133e-01
3.269910000000000004e-03,3.492063299999999870e+00,3.311275999999999109e-01,-8.203979999999999606e-02,-4.323839999999999906e-01,-5.518316999999999251e-01,-3.464103000000000043e-01,1.565932999999999908e-01
4.662280000000000417e-03,3.471225500000000075e+00,9.454249999999999599e-01,2.086042999999999925e-01,-7.903580000000000327e-02,-6.508827000000000362e-01,6.127238000000000406e-01,-2.051589999999989949e-02
-3.098999999999999975e-05,3.535193200000000147e+00,4.131435999999999997e-01,8.641479999999999995e-02,5.239250000000000157e-02,4.125952999999999982e-01,-5.661130000000000884e-01,4.818796999999999109e-01
5.021099999999999695e-03,3.517496600000000306e+00,-1.911401999999998991e-01,-2.670407000000000197e-01,6.736279000000000572e-01,6.247758999999999396e-01,-1.795244199999999957e+00,3.571748999999999064e-01
5.016330000000000268e-03,3.392994400000000077e+00,1.868962999999999874e-01,1.688241999999998966e-01,-1.097106899999999996e+00,-2.646449999999999844e-02,6.741880999999999569e-01,2.431869999999999865e-02
1.466299999999999971e-04,3.458917149999999996e+00,8.506774999999999753e-01,3.490805999999999076e-01,1.211142500000000011e+00,7.758616999999999875e-01,1.546895500000000201e+00,-4.278660000000000241e-01
2.071860000000000021e-03,3.408783650000000165e+00,1.043713099999999949e+00,2.143979000000000024e-01,-3.851891000000000065e-01,2.586865400000000204e+00,1.410329299999999897e+00,5.008816999999999853e-01
9.393700000000000270e-04,3.441178799999999871e+00,9.920001000000000513e-01,4.997250000000000303e-02,-6.178259999999999863e-01,-1.209521300000000021e+00,2.572298000000000084e-01,-5.734444000000000763e-01
5.768539999999999952e-03,3.545677650000000014e+00,2.686620000000000119e-01,1.764299999999999896e-02,-2.127050999999998970e-01,-7.116675000000000084e-01,-9.417533999999999628e-01,-2.971768000000000187e-01
3.665176629999999935e+00,3.432756649999999965e+00,-1.287698999999999927e-01,9.478330000000000088e-02,-2.272128999999999954e-01,-4.693746999999999781e-01,-6.472706999999999766e-01,-2.388834999999999986e-01
-3.178214999999999790e-01,3.494280600000000181e+00,-7.738232999999999917e-01,-1.328110999999999875e-01,4.334091999999999945e-01,1.390767099999999923e+00,-9.176731000000000193e-01,5.020021999999999540e-01
1.068120000000000094e-03,3.461259599999999992e+00,5.128383999999999165e-01,2.144694000000000045e-01,-7.748246000000000855e-01,-6.242514000000000118e-01,-5.212664999999999660e-01,-4.922151999999999084e-01
4.806519999999999890e-03,3.418630349999999929e+00,4.325866999999999907e-01,2.084731999999999974e-01,-2.061962999999999990e-01,1.041209700000000016e+00,5.792618000000000489e-01,1.602887999999998980e-01
5.087849999999999664e-03,3.525269049999999904e+00,6.466507999999999701e-01,3.761649000000000242e-01,-2.947330000000000227e-01,-7.741449999999999720e-02,7.412552999999999503e-01,-2.959967000000000015e-01
1.031159999999999933e-03,3.503799450000000260e+00,-4.429820000000000285e-02,3.881450000000000178e-02,-1.821994999999999865e-01,-6.190537999999999874e-01,-1.368617999999999890e+00,-5.955699999999999883e-02
2.265000000000000167e-05,3.465437900000000404e+00,8.836979999999999835e-02,-1.687527000000000055e-01,2.815246999999999056e-01,-6.245612999999999859e-01,5.831719999999999959e-02,-1.617431999999998926e-01
6.155970000000000192e-03,3.453826900000000144e+00,2.606273000000000062e-01,2.856249999999990047e-02,-1.144408999999999982e-01,6.378889999999999560e-02,7.949948000000000015e-01,-1.046658000000000033e-01
2.462859999999999876e-03,3.404378900000000208e+00,1.388311000000000128e-01,3.370999999999998997e-01,-5.734920999999999491e-01,-9.794239999999990176e-02,2.514601000000000197e-01,2.849339999999999096e-01
